travelCode,userCode,from,to,flightType,price,time,distance,agency,date
333,253,Seattle,New York,business,237.45,3.46,846,SkyWay,2023-11-19
334,66,Dallas,Denver,economic,624.9,10.29,4687,Rainbow,2024-08-13
335,398,Denver,Columbus,firstClass,2233.53,10.41,4929,CloudFy,2024-12-03
336,346,Charlotte,Houston,business,1558.17,10.68,4745,CloudFy,2023-01-13
337,281,Fort Worth,Atlanta,economic,543.46,7.37,3165,FlyingDrops,2023-07-11
338,215,San Diego,San Jose,firstClass,1612.71,7.67,3310,JetSet,2023-08-04
339,352,Jacksonville,Fort Worth,firstClass,1404.95,6.76,2790,CloudFy,2024-08-12
340,243,Houston,San Jose,economic,532.33,9.86,4040,AirGo,2023-06-03
341,265,New York,San Antonio,firstClass,2644.93,9.89,4592,SkyWay,2024-10-07
342,51,Austin,Denver,firstClass,1284.56,6.45,2555,JetSet,2024-02-12
343,382,Philadelphia,Los Angeles,economic,407.58,6.38,2583,FlyingDrops,2024-04-05
344,445,Dallas,Fort Worth,firstClass,1221.02,6.24,2611,JetSet,2023-12-26
345,167,Atlanta,San Antonio,business,1679.45,10.58,4910,JetSet,2023-12-30
346,238,Denver,Seattle,business,1174.07,10.16,4161,JetSet,2023-10-21
347,435,Phoenix,San Antonio,business,1033.87,7.66,3263,Rainbow,2024-02-19
348,137,Chicago,San Antonio,firstClass,1236.45,5.71,2369,SkyWay,2024-12-28
349,212,Fort Worth,Dallas,firstClass,1710.43,8.57,3475,CloudFy,2024-04-06
350,384,Philadelphia,New York,economic,427.3,6.34,2422,Rainbow,2024-12-18
351,281,San Antonio,Philadelphia,firstClass,786.7,3.33,1343,Rainbow,2024-04-29
352,336,New York,Columbus,business,375.22,3.02,1181,Cloudy,2023-03-28
353,430,San Jose,San Diego,economic,360.68,6.82,2827,CloudFy,2024-06-23
354,240,New York,Chicago,business,937.15,8.64,3423,AirGo,2024-05-02
355,91,Boston,Dallas,business,1521.98,8.99,4144,SkyWay,2024-07-06
356,466,Atlanta,Charlotte,business,1303.94,9.41,4063,FlyingDrops,2023-11-14
357,80,Seattle,Miami,economic,175.02,3.63,1233,FlyingDrops,2023-09-24
358,353,New York,Los Angeles,business,477.33,4.25,1616,Cloudy,2023-01-09
359,281,Seattle,San Jose,economic,627.33,9.75,4026,FlyingDrops,2023-01-08
360,200,San Antonio,Charlotte,business,1017.92,9.25,4080,AirGo,2024-10-23
361,414,Fort Worth,San Diego,firstClass,492.38,3.43,1148,JetSet,2024-09-19
362,94,Dallas,Austin,business,1393.65,11.43,4857,CloudFy,2023-03-12
363,252,San Jose,Houston,business,1124.42,9.89,4230,CloudFy,2024-09-29
364,145,Austin,New York,economic,109.92,3.77,906,FlyingDrops,2023-04-15
365,112,Phoenix,Seattle,business,140.39,1.98,567,FlyingDrops,2024-05-20
366,42,Columbus,San Jose,firstClass,1958.98,8.28,3542,AirGo,2023-12-05
367,459,Phoenix,Los Angeles,firstClass,1785.63,8.04,3714,AirGo,2023-07-16
368,395,Dallas,Columbus,economic,244.16,4.96,1499,Cloudy,2024-01-30
369,107,San Diego,Los Angeles,economic,537.1,10.15,4275,Cloudy,2024-11-12
370,267,Fort Worth,San Jose,firstClass,691.7,5.04,1799,Rainbow,2024-07-16
371,112,Dallas,Denver,business,1055.4,6.69,2947,Rainbow,2024-11-13
372,203,San Diego,Charlotte,firstClass,272.33,2.0,623,AirGo,2023-05-03
373,128,San Diego,New York,economic,568.01,10.32,4393,CloudFy,2023-04-02
374,31,Seattle,Chicago,business,1225.51,8.44,3272,Rainbow,2024-10-02
375,163,Jacksonville,Phoenix,business,1193.28,11.47,4893,SkyWay,2023-08-27
376,129,Jacksonville,Seattle,business,585.86,4.69,2080,Rainbow,2023-05-18
377,96,Seattle,Charlotte,business,869.87,7.14,2914,SkyWay,2024-08-03
378,83,Jacksonville,Austin,business,1516.66,9.59,4337,Rainbow,2024-07-21
379,1,Denver,Phoenix,firstClass,1451.83,7.57,2922,AirGo,2024-04-09
380,398,Denver,Fort Worth,business,641.96,5.86,2019,SkyWay,2024-01-08
381,98,San Diego,Jacksonville,business,311.35,3.52,1018,SkyWay,2024-02-01
382,50,Seattle,Miami,economic,446.68,6.62,2819,SkyWay,2023-04-24
383,99,Chicago,Los Angeles,economic,259.36,5.74,1963,Rainbow,2024-05-12
384,303,Los Angeles,Atlanta,business,1119.17,8.85,3683,FlyingDrops,2024-12-19
385,252,Los Angeles,Fort Worth,economic,189.28,2.68,1080,AirGo,2024-11-02
386,421,Chicago,Seattle,business,335.51,3.04,997,FlyingDrops,2024-03-01
387,484,Los Angeles,San Jose,business,291.69,3.27,833,CloudFy,2023-03-21
388,337,Denver,Houston,economic,314.23,6.08,2392,CloudFy,2024-06-22
389,184,Miami,Philadelphia,business,1326.12,9.42,3901,JetSet,2024-08-13
390,173,Charlotte,Columbus,economic,285.49,5.42,1866,JetSet,2024-05-31
391,167,Philadelphia,Miami,business,1487.98,10.16,4129,AirGo,2024-07-17
392,289,Jacksonville,Charlotte,business,1101.46,9.79,4027,SkyWay,2023-09-04
393,1,San Antonio,Columbus,business,755.87,6.2,2581,JetSet,2024-02-11
394,4,Los Angeles,Austin,business,236.75,2.54,633,FlyingDrops,2023-11-06
395,471,San Diego,San Antonio,firstClass,397.57,3.01,677,SkyWay,2023-10-10
396,71,Denver,Miami,business,519.6,4.18,1767,FlyingDrops,2023-06-09
397,205,Jacksonville,Atlanta,economic,332.35,5.7,2408,SkyWay,2024-08-07
398,360,San Antonio,Chicago,business,792.7,8.01,3159,SkyWay,2024-12-07
399,179,Houston,Austin,economic,447.16,7.87,3625,AirGo,2023-12-09
400,325,Columbus,Charlotte,economic,402.97,6.34,2357,AirGo,2023-01-12
401,168,Fort Worth,Los Angeles,firstClass,2380.64,10.15,4795,SkyWay,2023-06-03
402,259,San Diego,Phoenix,economic,614.1,9.39,3718,Rainbow,2024-08-12
403,293,San Diego,Charlotte,firstClass,1680.88,8.18,3730,JetSet,2024-05-02
404,67,Los Angeles,Miami,firstClass,1292.96,5.93,2650,AirGo,2024-12-15
405,288,Phoenix,Denver,business,685.06,5.48,2122,SkyWay,2023-07-20
406,474,Denver,San Diego,economic,158.34,3.07,1086,SkyWay,2024-12-02
407,177,Chicago,Phoenix,business,1077.93,8.91,3888,SkyWay,2023-11-25
408,320,New York,Austin,economic,603.53,8.15,3364,CloudFy,2024-03-28
409,58,Charlotte,Los Angeles,economic,276.18,5.8,2135,JetSet,2023-03-29
410,176,Los Angeles,Dallas,business,594.77,5.22,1709,JetSet,2023-01-15
411,109,Houston,Austin,firstClass,1839.62,9.25,4359,CloudFy,2024-07-04
412,356,Boston,Denver,firstClass,2693.47,11.21,4995,JetSet,2023-05-25
413,103,New York,Columbus,business,1206.39,10.2,4815,AirGo,2023-10-18
414,339,Atlanta,Dallas,economic,519.11,10.1,4308,FlyingDrops,2024-02-02
415,195,Jacksonville,Houston,economic,460.36,7.59,2896,SkyWay,2023-08-25
416,288,Houston,Jacksonville,firstClass,2037.45,10.34,4854,JetSet,2024-04-13
417,10,New York,Chicago,economic,722.48,10.63,4836,FlyingDrops,2023-06-10
418,142,Jacksonville,Fort Worth,business,1106.29,6.81,2976,AirGo,2024-05-28
419,78,Los Angeles,San Jose,firstClass,436.12,3.4,741,FlyingDrops,2023-08-19
420,352,Fort Worth,Phoenix,economic,583.43,8.54,3631,CloudFy,2024-10-02
421,169,Columbus,San Diego,business,476.02,4.64,1751,Cloudy,2024-09-11
422,442,Boston,Phoenix,economic,263.31,4.64,1635,CloudFy,2023-07-27
423,336,San Jose,Boston,economic,718.29,10.04,4023,SkyWay,2023-05-29
424,430,Philadelphia,Jacksonville,economic,618.48,11.65,4866,CloudFy,2023-11-22
425,478,New York,Jacksonville,firstClass,2099.4,8.69,3868,JetSet,2024-10-14
426,316,Dallas,Phoenix,economic,167.04,3.45,1374,FlyingDrops,2024-09-18
427,184,Atlanta,Miami,business,620.79,6.18,2391,Rainbow,2023-01-27
428,252,Seattle,Phoenix,business,1219.95,10.25,4340,Cloudy,2024-02-01
429,474,Phoenix,San Antonio,economic,390.3,5.25,2353,FlyingDrops,2023-01-16
430,444,Columbus,San Diego,business,507.66,5.96,2161,SkyWay,2024-03-25
431,377,Seattle,Austin,firstClass,1385.66,6.18,2521,AirGo,2024-09-14
432,267,Fort Worth,Austin,firstClass,2798.47,11.07,4892,Rainbow,2023-02-09
433,286,Charlotte,Seattle,economic,361.07,6.3,2512,Cloudy,2023-02-10
434,237,Denver,Los Angeles,economic,499.29,6.93,2885,CloudFy,2023-10-20
435,425,Columbus,San Jose,business,341.08,3.43,946,JetSet,2024-04-19
436,280,Charlotte,Chicago,business,1572.67,9.87,4601,CloudFy,2024-12-13
437,459,Fort Worth,Charlotte,firstClass,2000.39,8.92,4193,CloudFy,2024-12-30
438,368,Charlotte,Chicago,firstClass,1826.52,7.85,3154,JetSet,2023-06-17
439,197,Houston,Chicago,economic,523.12,9.81,4181,JetSet,2024-12-25
440,290,Denver,Philadelphia,firstClass,1495.45,7.8,3617,AirGo,2023-12-10
441,159,Phoenix,San Antonio,economic,241.85,5.58,1965,JetSet,2023-11-12
442,2,Charlotte,San Jose,business,484.58,4.64,1980,SkyWay,2023-07-27
443,312,Dallas,New York,firstClass,2275.59,10.94,4576,Cloudy,2023-01-06
444,308,San Diego,San Antonio,business,1280.76,9.97,4397,Rainbow,2024-09-07
445,179,San Diego,Miami,firstClass,898.39,4.97,2200,Rainbow,2024-10-30
446,214,Phoenix,Los Angeles,business,701.13,6.88,2944,CloudFy,2023-04-22
447,477,Philadelphia,Austin,business,658.94,5.86,1953,Rainbow,2024-01-04
448,432,Chicago,Austin,firstClass,1969.09,8.88,3519,SkyWay,2024-03-13
449,270,Chicago,Austin,firstClass,910.52,3.89,1602,Cloudy,2023-12-04
450,271,Denver,San Antonio,business,533.97,5.84,2212,Rainbow,2024-10-06
451,182,Seattle,San Jose,firstClass,1559.63,7.07,3092,CloudFy,2024-09-30
452,453,Atlanta,Miami,firstClass,2316.62,11.11,4757,SkyWay,2023-07-04
453,378,San Diego,Austin,economic,75.72,1.7,512,AirGo,2023-05-01
454,109,San Antonio,Charlotte,firstClass,436.95,2.74,872,Rainbow,2024-10-14
455,393,San Antonio,Austin,firstClass,515.9,3.07,1055,Rainbow,2023-11-28
456,427,Houston,Jacksonville,firstClass,1922.91,9.07,3744,CloudFy,2023-01-30
457,70,San Antonio,Jacksonville,firstClass,2452.59,10.72,4424,Cloudy,2024-10-23
458,428,Phoenix,Seattle,business,1126.42,7.68,3245,SkyWay,2023-02-27
459,351,San Jose,Atlanta,business,702.56,7.5,3084,FlyingDrops,2024-08-14
460,321,Jacksonville,Chicago,economic,392.56,7.36,2797,SkyWay,2024-01-20
461,362,Philadelphia,Atlanta,business,895.17,8.16,3691,AirGo,2023-11-12
462,232,Austin,Los Angeles,firstClass,2226.39,8.41,3890,AirGo,2024-01-16
463,399,San Jose,San Antonio,business,836.65,6.71,2976,CloudFy,2023-02-08
464,98,Chicago,Seattle,business,253.96,3.11,704,FlyingDrops,2023-06-07
465,347,Seattle,Boston,firstClass,1816.84,7.08,3181,CloudFy,2024-06-12
466,160,San Antonio,Los Angeles,firstClass,1810.04,8.92,3675,Rainbow,2023-01-05
467,382,Atlanta,Chicago,firstClass,1721.81,10.48,4324,FlyingDrops,2024-11-05
468,273,New York,Atlanta,firstClass,928.26,5.42,2219,FlyingDrops,2023-10-11
469,287,Charlotte,Houston,firstClass,690.5,4.18,1723,SkyWay,2024-09-29
470,412,Houston,San Diego,business,895.0,8.06,3369,FlyingDrops,2024-12-22
471,228,Miami,San Diego,economic,187.94,3.13,1083,Rainbow,2024-07-07
472,201,Phoenix,New York,firstClass,353.43,2.48,913,CloudFy,2024-03-12
473,366,Atlanta,Miami,business,1128.79,9.73,4152,AirGo,2023-07-22
474,240,Boston,Chicago,firstClass,877.18,3.8,1579,Rainbow,2024-12-16
475,441,Charlotte,San Jose,business,1583.01,9.83,4312,SkyWay,2023-05-28
476,233,Dallas,Fort Worth,firstClass,1050.38,5.55,2002,Cloudy,2023-11-29
477,145,New York,Houston,firstClass,681.78,3.88,1424,AirGo,2023-06-24
478,167,Jacksonville,Atlanta,economic,787.96,9.98,4661,SkyWay,2023-04-20
479,125,Chicago,Austin,business,1227.28,9.65,4276,SkyWay,2024-09-27
480,221,Philadelphia,Denver,firstClass,581.01,3.09,1041,AirGo,2024-08-28
481,40,Columbus,Atlanta,firstClass,2053.16,11.46,4960,JetSet,2024-11-16
482,91,Miami,Seattle,economic,540.19,9.57,4292,FlyingDrops,2024-03-31
483,168,Fort Worth,Chicago,business,437.1,4.31,1390,Cloudy,2024-01-24
484,415,Los Angeles,Houston,economic,285.33,5.11,1638,Rainbow,2024-10-13
485,101,Phoenix,Philadelphia,firstClass,2491.52,10.64,4852,CloudFy,2024-04-02
486,46,Austin,San Jose,business,1094.31,7.87,2994,SkyWay,2023-12-19
487,496,New York,Boston,firstClass,600.68,4.87,1544,Rainbow,2024-07-16
488,222,New York,Miami,firstClass,796.55,4.59,1398,JetSet,2023-08-29
489,280,Miami,Fort Worth,business,888.02,7.78,3106,CloudFy,2024-03-21
490,431,Philadelphia,Denver,economic,348.19,5.42,2041,Cloudy,2024-01-04
491,74,Phoenix,Austin,business,360.24,3.76,1528,JetSet,2023-01-17
492,458,Seattle,Columbus,economic,200.85,3.09,1193,AirGo,2024-04-11
493,197,Atlanta,Columbus,business,569.16,5.13,1972,FlyingDrops,2024-04-05
494,365,San Diego,Philadelphia,firstClass,316.7,2.49,560,SkyWay,2023-08-31
495,361,Dallas,Charlotte,business,808.76,7.56,3506,FlyingDrops,2024-05-09
496,239,Houston,Atlanta,firstClass,623.17,3.02,1155,SkyWay,2023-10-14
497,492,Chicago,Boston,business,391.19,3.32,1224,JetSet,2024-11-10
498,399,Chicago,Miami,business,1102.89,7.54,3059,Rainbow,2024-07-01
499,492,Seattle,Charlotte,business,1193.14,10.05,4343,AirGo,2023-12-28
500,373,San Jose,Austin,economic,122.97,3.12,789,AirGo,2023-11-08
501,150,Miami,Dallas,economic,675.53,10.12,4376,AirGo,2024-11-03
502,130,Atlanta,New York,firstClass,2185.24,9.57,4471,CloudFy,2023-10-12
503,466,Atlanta,Dallas,firstClass,1041.86,5.73,2604,SkyWay,2023-06-28
504,93,Phoenix,Seattle,firstClass,1031.26,4.76,1936,AirGo,2024-05-11
505,429,Denver,Los Angeles,firstClass,606.22,4.33,1191,Cloudy,2023-06-07
506,376,Columbus,Fort Worth,economic,533.8,9.8,4105,AirGo,2024-08-14
507,238,Jacksonville,Los Angeles,business,645.99,6.96,2665,Cloudy,2023-06-21
508,243,Seattle,San Jose,firstClass,2570.98,10.57,4862,FlyingDrops,2024-02-04
509,348,Phoenix,Boston,firstClass,330.97,2.13,597,FlyingDrops,2024-01-27
510,313,Denver,Los Angeles,economic,860.6,11.16,4852,JetSet,2024-03-18
511,201,Dallas,Jacksonville,firstClass,1162.0,7.08,2687,Cloudy,2024-08-21
512,161,San Diego,Atlanta,economic,768.18,10.52,4759,SkyWay,2023-07-04
513,229,New York,Los Angeles,economic,90.45,2.31,597,FlyingDrops,2024-12-02
514,481,San Diego,Austin,firstClass,1070.39,4.71,2081,SkyWay,2023-02-28
515,337,San Antonio,Houston,business,467.87,3.59,1482,AirGo,2024-01-20
516,328,Miami,Philadelphia,economic,297.37,4.9,2009,Cloudy,2023-03-19
517,398,Dallas,Charlotte,business,1077.3,7.18,3149,Rainbow,2023-10-11
518,226,Fort Worth,Columbus,firstClass,553.42,2.87,992,Rainbow,2023-07-02
519,277,Seattle,San Antonio,business,1110.37,8.2,3716,AirGo,2023-05-28
520,18,Columbus,San Antonio,business,455.26,4.61,1370,Rainbow,2023-04-16
521,77,Chicago,Atlanta,business,581.38,6.77,2552,JetSet,2024-05-24
522,295,New York,Chicago,business,1220.37,8.3,3698,Rainbow,2024-02-05
523,277,Denver,Seattle,firstClass,2193.78,9.25,4072,CloudFy,2023-03-13
524,171,New York,Columbus,business,1358.26,9.58,4449,JetSet,2024-01-03
525,42,San Jose,Columbus,economic,212.63,3.53,1242,AirGo,2023-12-15
526,339,Charlotte,San Jose,business,499.44,5.09,2163,CloudFy,2024-01-29
527,377,San Jose,Columbus,economic,596.03,8.12,3443,CloudFy,2024-03-24
528,200,Phoenix,Los Angeles,economic,109.99,2.99,707,Rainbow,2024-05-15
529,19,Boston,San Jose,firstClass,2717.99,11.7,4874,FlyingDrops,2023-01-17
530,342,Los Angeles,Jacksonville,business,218.24,2.81,850,SkyWay,2024-10-31
531,251,Charlotte,Miami,economic,294.29,6.7,2408,JetSet,2023-05-25
532,89,New York,Denver,business,282.03,2.61,875,JetSet,2023-01-15
533,419,Los Angeles,Austin,economic,720.8,9.89,4237,AirGo,2023-03-07
534,416,Houston,Phoenix,firstClass,969.89,5.21,2306,AirGo,2023-12-12
535,392,Fort Worth,Austin,economic,845.99,10.65,4971,Rainbow,2023-08-07
536,87,Miami,Philadelphia,firstClass,413.69,2.72,1017,JetSet,2024-03-01
537,52,Jacksonville,Miami,economic,634.08,9.05,4093,AirGo,2023-05-17
538,92,Atlanta,Fort Worth,economic,78.4,3.08,628,Rainbow,2023-01-08
539,139,Miami,San Jose,firstClass,1853.68,10.34,4399,SkyWay,2024-10-17
540,368,Charlotte,Columbus,economic,235.83,5.27,1929,Cloudy,2023-07-04
541,99,Atlanta,Chicago,business,669.61,6.96,2967,Rainbow,2023-08-30
542,113,Denver,Houston,business,1292.13,8.72,3464,Cloudy,2024-06-03
543,255,San Antonio,San Jose,economic,269.0,4.84,2086,CloudFy,2024-04-30
544,316,Philadelphia,Los Angeles,economic,508.8,7.89,3483,AirGo,2023-12-09
545,249,Charlotte,Los Angeles,economic,121.28,3.75,929,SkyWay,2023-01-30
546,383,Houston,Chicago,economic,578.19,9.68,4143,JetSet,2023-07-23
547,446,Austin,San Diego,economic,425.63,7.18,3171,CloudFy,2024-02-27
548,75,Fort Worth,San Diego,economic,537.17,10.09,4358,CloudFy,2024-03-22
549,324,Atlanta,Charlotte,economic,541.64,8.41,3673,FlyingDrops,2023-07-18
550,70,Dallas,San Antonio,firstClass,775.55,3.63,1542,Rainbow,2023-10-15
551,310,Charlotte,Seattle,firstClass,807.34,5.44,1902,CloudFy,2023-10-30
552,442,Atlanta,Philadelphia,business,841.79,5.39,2381,CloudFy,2024-05-15
553,127,Miami,Seattle,firstClass,1313.11,6.09,2786,FlyingDrops,2023-09-10
554,23,Columbus,Atlanta,economic,299.1,5.31,1720,Rainbow,2024-03-03
555,421,Seattle,Boston,economic,593.09,9.27,3987,Rainbow,2024-12-14
556,487,Charlotte,Denver,economic,142.48,3.7,1180,CloudFy,2024-02-21
557,343,Phoenix,Fort Worth,firstClass,971.93,6.39,2458,FlyingDrops,2024-05-06
558,448,Philadelphia,Seattle,business,205.9,3.36,699,JetSet,2023-05-22
559,37,Fort Worth,Philadelphia,firstClass,1614.95,10.16,4303,Cloudy,2024-10-04
560,278,Austin,Boston,economic,398.89,7.0,2929,SkyWay,2024-09-19
561,187,San Antonio,Chicago,business,757.97,8.1,3250,Rainbow,2024-11-21
562,332,Houston,Columbus,firstClass,1971.68,10.05,4312,SkyWay,2023-06-29
563,59,Chicago,Miami,business,599.2,5.06,2177,JetSet,2024-07-06
564,181,Seattle,Atlanta,business,752.2,6.07,2218,FlyingDrops,2023-11-25
565,257,Denver,Columbus,firstClass,428.23,2.49,946,SkyWay,2024-05-12
566,232,Houston,Denver,business,1481.04,11.23,4857,SkyWay,2023-10-27
567,148,Jacksonville,Chicago,economic,609.62,9.13,4250,Rainbow,2023-07-03
568,267,Houston,San Antonio,firstClass,689.62,4.38,1417,JetSet,2023-07-29
569,228,New York,Austin,firstClass,2376.84,11.77,4935,JetSet,2024-03-06
570,331,New York,Austin,economic,170.64,2.56,1015,FlyingDrops,2024-06-16
571,432,Columbus,Atlanta,firstClass,1665.25,7.58,3173,SkyWay,2024-06-26
572,117,Charlotte,Seattle,firstClass,701.46,5.01,1580,Cloudy,2023-09-24
573,317,Jacksonville,San Jose,economic,252.71,4.46,1715,CloudFy,2023-06-20
574,407,Boston,San Jose,economic,312.8,5.63,1936,CloudFy,2024-11-13
575,134,Philadelphia,Dallas,economic,129.29,3.66,837,FlyingDrops,2024-03-27
576,191,Philadelphia,San Diego,business,291.42,3.07,784,Cloudy,2023-06-01
577,394,Boston,Philadelphia,business,679.35,6.62,2970,CloudFy,2024-05-26
578,170,Charlotte,Austin,economic,81.73,3.03,535,JetSet,2024-06-03
579,174,San Jose,Denver,firstClass,918.32,5.11,1704,JetSet,2024-03-28
580,206,Houston,Denver,economic,208.55,4.8,1642,SkyWay,2023-01-26
581,299,San Diego,Seattle,firstClass,643.38,3.5,1257,SkyWay,2023-07-19
582,344,San Diego,San Jose,economic,116.94,1.99,684,Rainbow,2024-11-24
583,466,Denver,Fort Worth,economic,706.03,10.01,4517,JetSet,2023-02-27
584,177,Jacksonville,Columbus,economic,569.91,9.06,4003,FlyingDrops,2023-10-19
585,412,San Jose,Seattle,business,435.89,3.26,1217,Cloudy,2024-03-01
586,307,San Jose,Philadelphia,business,1140.48,9.54,3972,Rainbow,2024-08-24
587,34,Phoenix,San Diego,firstClass,2164.13,10.76,4388,SkyWay,2023-12-10
588,285,Fort Worth,Chicago,economic,525.68,9.17,3854,Cloudy,2023-06-29
589,22,Miami,Phoenix,economic,277.9,5.79,2023,AirGo,2024-05-17
590,406,San Jose,Atlanta,firstClass,2179.27,10.43,4547,Rainbow,2023-01-28
591,214,Phoenix,San Jose,firstClass,2294.03,9.43,4371,CloudFy,2023-10-22
592,307,Seattle,San Diego,economic,220.93,4.6,1477,JetSet,2023-03-10
593,499,Jacksonville,Atlanta,firstClass,2102.37,9.95,4072,JetSet,2024-05-02
594,75,Houston,Fort Worth,business,160.38,3.05,643,FlyingDrops,2023-03-01
595,467,Charlotte,Phoenix,firstClass,838.15,4.25,1837,FlyingDrops,2024-10-13
596,393,Los Angeles,Austin,firstClass,1897.88,11.13,4838,JetSet,2023-07-18
597,410,Philadelphia,Houston,business,665.11,5.05,1869,FlyingDrops,2024-12-02
598,71,Dallas,Fort Worth,economic,826.16,11.12,4877,SkyWay,2023-01-14
599,112,San Jose,Fort Worth,firstClass,2247.22,8.76,3875,CloudFy,2023-04-15
600,388,Denver,San Diego,economic,782.19,11.38,4806,AirGo,2024-12-20
601,246,Houston,Charlotte,firstClass,455.09,2.92,1125,FlyingDrops,2023-01-18
602,89,San Jose,Fort Worth,economic,642.14,10.07,4120,JetSet,2023-12-17
603,353,San Jose,New York,business,520.03,3.78,1471,CloudFy,2023-05-26
604,40,San Jose,Phoenix,economic,227.83,5.1,1566,Rainbow,2023-04-25
605,304,Seattle,Columbus,economic,353.27,4.88,2108,Rainbow,2024-06-09
606,401,Seattle,Houston,firstClass,448.53,2.31,854,Rainbow,2023-04-09
607,75,Atlanta,San Antonio,business,593.79,5.05,2138,AirGo,2023-04-03
608,124,Dallas,Atlanta,firstClass,1650.67,7.51,3385,SkyWay,2024-09-19
609,88,Miami,Chicago,economic,100.05,2.52,614,AirGo,2023-10-16
610,244,Boston,New York,business,474.9,4.5,1308,FlyingDrops,2024-12-25
611,218,Miami,Philadelphia,firstClass,627.22,3.53,1379,CloudFy,2024-01-24
612,57,Denver,San Diego,firstClass,634.7,4.49,1424,SkyWay,2024-04-22
613,253,Phoenix,Denver,firstClass,1099.02,7.06,2861,Rainbow,2023-12-02
614,284,Fort Worth,San Jose,firstClass,1723.77,7.64,3055,Cloudy,2023-08-20
615,189,San Jose,Charlotte,economic,179.92,3.98,1070,CloudFy,2024-11-26
616,44,New York,Denver,business,412.93,3.82,1361,Rainbow,2024-11-23
617,34,Phoenix,Columbus,firstClass,767.54,4.28,1333,FlyingDrops,2023-06-22
618,143,San Antonio,Jacksonville,economic,648.96,8.31,3811,AirGo,2024-05-26
619,249,Miami,Atlanta,firstClass,1983.46,8.59,3778,SkyWay,2024-02-19
620,322,Dallas,Phoenix,firstClass,671.87,3.45,1385,CloudFy,2023-08-25
621,498,New York,Phoenix,business,279.34,3.61,932,CloudFy,2023-01-28
622,339,Fort Worth,Austin,economic,374.82,7.39,2980,AirGo,2023-03-20
623,134,Denver,Seattle,firstClass,1049.06,5.25,2154,SkyWay,2024-05-31
624,451,Austin,Miami,business,147.95,3.22,644,Rainbow,2024-03-16
625,286,Fort Worth,Seattle,firstClass,1372.25,8.33,3582,JetSet,2023-07-01
626,392,San Jose,Philadelphia,firstClass,2159.16,8.76,4028,Rainbow,2024-05-14
627,260,Miami,Seattle,business,1457.63,11.19,4918,Rainbow,2023-06-10
628,165,Fort Worth,Dallas,firstClass,1633.01,8.61,3594,Rainbow,2023-10-19
629,14,New York,Atlanta,economic,218.45,4.86,1550,AirGo,2024-08-20
630,29,Austin,Columbus,economic,566.76,9.03,4007,JetSet,2023-12-26
631,445,San Diego,Dallas,economic,533.65,7.5,3056,FlyingDrops,2023-03-09
632,443,Houston,Jacksonville,economic,80.8,2.63,661,Cloudy,2024-11-04
633,163,Miami,Denver,firstClass,1290.15,5.9,2684,Cloudy,2023-01-23
634,106,Miami,Fort Worth,firstClass,516.77,4.31,1300,FlyingDrops,2024-11-22
635,104,Seattle,Boston,business,885.63,7.31,3281,Cloudy,2024-03-22
636,206,Chicago,Miami,economic,393.39,6.61,2854,AirGo,2024-08-10
637,411,San Diego,Chicago,business,339.42,3.94,1276,SkyWay,2024-08-03
638,259,Seattle,Columbus,economic,532.16,8.38,3345,AirGo,2023-11-06
639,320,San Jose,Charlotte,business,1413.63,10.82,4923,SkyWay,2023-09-15
640,296,Charlotte,Miami,economic,98.43,2.75,652,Cloudy,2023-07-11
641,479,San Antonio,Seattle,firstClass,2757.28,11.44,4864,SkyWay,2024-03-20
642,392,Los Angeles,Boston,economic,468.33,8.16,3484,FlyingDrops,2024-12-02
643,422,Columbus,Charlotte,firstClass,580.61,3.5,1027,FlyingDrops,2023-10-01
644,15,Philadelphia,San Jose,business,589.11,5.98,2434,CloudFy,2023-07-16
645,82,San Jose,Seattle,firstClass,2356.76,9.28,4072,FlyingDrops,2023-07-26
646,494,Phoenix,New York,firstClass,1150.51,7.04,2775,JetSet,2023-02-13
647,462,Seattle,New York,economic,163.66,3.34,1187,Cloudy,2023-03-07
648,478,Jacksonville,Chicago,firstClass,831.23,4.16,1651,Rainbow,2024-05-27
649,63,Denver,Atlanta,business,611.13,6.37,2562,AirGo,2024-09-06
650,112,Austin,Jacksonville,business,1243.38,9.1,3694,CloudFy,2024-03-09
651,29,Houston,San Antonio,economic,371.83,6.66,2749,Cloudy,2024-08-26
652,127,Boston,Jacksonville,business,411.21,3.82,1425,FlyingDrops,2024-11-30
653,18,Phoenix,Fort Worth,firstClass,1333.65,8.76,3512,AirGo,2024-09-12
654,463,Los Angeles,Dallas,firstClass,2156.5,8.27,3651,AirGo,2024-01-07
655,475,Houston,Miami,economic,720.0,9.33,4124,FlyingDrops,2024-02-07
656,324,San Jose,Chicago,economic,509.15,6.69,2936,FlyingDrops,2024-03-25
657,378,Columbus,Los Angeles,firstClass,678.12,4.05,1156,Cloudy,2024-04-27
658,216,Austin,Charlotte,economic,272.64,5.17,1813,SkyWay,2023-12-27
659,323,Boston,Austin,firstClass,375.98,3.09,724,Cloudy,2023-07-08
660,57,Phoenix,New York,firstClass,953.11,5.72,2139,CloudFy,2023-03-26
661,232,San Diego,Boston,business,513.11,4.9,1565,Cloudy,2023-11-24
662,189,Phoenix,San Jose,economic,419.9,8.07,3183,CloudFy,2024-02-29
663,332,Fort Worth,Columbus,business,534.11,5.21,2338,SkyWay,2024-07-25
